,index,amazonIDs,Chroma Stft,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,ZCR,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,Genres
16,31,B0000000HB,0.3557432661321478,1578.3001520998391,2198.3562125900307,3681.2110735535994,0.052363628942530965,-127.39891965080207,113.74261560040651,15.742356019529392,41.593713068520884,12.482151825778727,"Iran,Jazz Fusion,Jazz,Costa Rica,Pop,Latin Music,Middle East,World Music,Flamenco,South & Central America, Iran,Jazz Fusion,Jazz,Costa Rica,Pop,Latin Music,Middle East,World Music,Flamenco,South & Central America"
17,33,B0000000HF,0.3367280695580459,1993.7974845733859,2409.740610164507,4578.933422927148,0.0834676232746388,-119.08914217980588,99.158982075298,12.783915293487187,33.346685821203984,1.5158104688940863,"Jazz Fusion,Jazz,Pop,Latin Music,World Music,Flamenco, Jazz Fusion,Jazz,Pop,Latin Music,World Music,Flamenco, Jazz Fusion,Jazz,Pop,Latin Music,World Music,Flamenco"
18,34,B0000000I6,0.4299834080997528,2026.307501399516,2115.6783196088104,4220.191147748163,0.09026450835268318,-136.29934116911977,113.66384292374971,-15.970534570328395,21.645668403089193,-9.837279465783633,"Adult Alternative,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic, Adult Alternative,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic, Adult Alternative,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic"
19,35,B0000000IB,0.3254996327795842,1407.5506535731124,1682.5004187912655,2697.8170200029026,0.08220509626547988,-282.67266827649604,155.98453281059562,-20.320927063518102,21.688933861469923,-8.71477618746269,"Adult Alternative,Adult Contemporary,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic"
20,36,B0000000IG,0.4294671092156144,1825.504600366825,2162.7878631781336,4022.5756760352174,0.07774820711590558,-130.81632869976843,122.87332053166686,2.8606568474787384,30.77029948476661,0.2015015464916916,"Adult Alternative,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic, Adult Alternative,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic"
21,38,B0000000JE,0.32460426576077445,1550.118027464987,1863.4976174455396,3113.0645090581456,0.06198299632352941,-159.42474622246255,115.18889079543543,1.3595249208379283,39.257246366832845,11.896436038960806,"Adult Alternative,Progressive,Pop,New Age,Rock,Meditation,Electronic, Adult Alternative,Progressive,Pop,New Age,Rock,Meditation,Electronic"
22,39,B0000000JW,0.4118054638647202,2640.7744962806382,2590.371327260509,5595.832829431114,0.1322958742501935,-56.61145635782816,74.42905586831333,-1.9952880580592391,36.964926056316926,6.726249757570215,"New Age,Jazz,Pop,Jazz Fusion,Rock, New Age,Jazz,Pop,Jazz Fusion,Rock"
23,40,B0000000K2,0.2512286198717565,953.48382748196,938.5405794863457,1718.2062769083786,0.06219161184210526,-264.2358686736424,201.03790105477768,-46.57994918311105,14.946199853981295,7.093244383934557,"Instrumental,Adult Contemporary,Progressive,Electronic,Pop,New Age,Rock,Meditation,Adult Alternative"
24,43,B0000000KI,0.355082730190491,1908.8631292710716,2235.740014306543,3964.276028565209,0.0860055267995356,-153.84476035384085,112.35163472411871,-3.451574423204905,28.51746558498655,3.6885248126325423,"Adult Contemporary,Vocal Pop,Pop,Rock, Adult Contemporary,Vocal Pop,Pop,Rock, Adult Contemporary,Vocal Pop,Pop,Rock, Adult Contemporary,Vocal Pop,Pop,Rock, Adult Contemporary,Vocal Pop,Pop,Rock"
25,44,B0000000L0,0.28252991923679976,1285.5711453739868,1703.1972026939652,2425.90866419553,0.07094787030766254,-266.7876049360319,142.55199617256562,4.580792887852235,25.15906018861441,10.581778923966407,"Brazil,Swing Jazz,Jazz,South & Central America,Latin Pop,Brazilian Jazz,Latin Music,Pop,World Music,Bebop,Latin Jazz, Brazil,Swing Jazz,Jazz,South & Central America,Latin Pop,Brazilian Jazz,Latin Music,Pop,World Music,Bebop,Latin Jazz, Brazil,Swing Jazz,Jazz,South & Central America,Latin Pop,Brazilian Jazz,Latin Music,Pop,World Music,Bebop,Latin Jazz, Brazil,Swing Jazz,Jazz,South & Central America,Latin Pop,Brazilian Jazz,Latin Music,Pop,World Music,Bebop,Latin Jazz, Brazil,Swing Jazz,Jazz,South & Central America,Latin Pop,Brazilian Jazz,Latin Music,Pop,World Music,Bebop,Latin Jazz"
26,45,B0000000L2,0.22288393496371667,930.083278634252,1014.4899037623703,1683.8731511827593,0.056206009336300315,-250.4454057995106,193.84850109177825,-38.069067535901546,21.50220005564488,0.336658990560034,"Instrumental,Progressive,Electronic,Jazz,Pop,New Age,Rock,Meditation,Adult Alternative"
27,46,B0000000L6,0.3902301525752223,2534.4099271896184,2648.1449127178475,5671.415705725136,0.10466376620549536,-169.6681622967371,77.82767312924408,-4.9777025412412765,26.03806383594976,6.4683997353703475,"Alternative Rock,Progressive,Electronica,Krautrock,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Progressive Rock"
28,47,B0000000LE,0.4529942337883226,3000.823554786708,2705.3939953855274,6151.1461381941745,0.14284040610487614,-14.62724797553256,57.034379188469465,3.75306685064788,45.050494211999066,2.113684029036756,"Classic Country,Contemporary Folk,Country,Pop,Traditional Folk,Electric Blues,Traditional Blues,Contemporary Blues,Blues,Folk"
29,48,B0000000LG,0.3021466937655584,1312.3163493019947,1915.5128754786413,2663.7338927655765,0.04024011948529412,-206.88361421948002,126.95406333831276,3.0060681269477034,34.045678638844926,16.497722644297603,"R&B,Blues,Soul,Pop,Vocal Blues"
30,49,B0000000LO,0.24912984353493176,1752.2559968058238,1866.7238923543866,3306.9966697102363,0.1067514330979102,-287.85345204575884,123.69111272832559,-14.01285176264715,7.094344077100447,0.3816072223630768,"Brazil,Swing Jazz,Jazz,South & Central America,Latin Pop,Brazilian Jazz,Latin Music,Pop,World Music,Bebop,Latin Jazz"
31,50,B0000000LQ,0.32801868430186243,2673.724580775848,2436.84815969582,5225.585068268671,0.14339671415441174,-153.40768368030263,64.79018317394807,2.977171389724273,40.61151098878556,7.605970903472278,"Adult Contemporary,Oldies,Traditional Vocal Pop,Jazz,Vocal Jazz,Traditional Pop,Pop,Traditional Jazz & Ragtime,Broadway & Vocalists,Rock,Vocal Pop"
32,51,B0000000M0,0.3348053415894181,1946.4472805891405,2343.452355667934,4266.4501272857015,0.07772061846942724,-80.51078734242861,105.21464853688916,11.035468869856617,28.346183463865017,4.736008092900608,"Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk, Adult Contemporary,Contemporary Folk,Pop,Adult Alternative,Singer-Songwriters,Rock,Folk"
33,52,B0000000M4,0.3611349708165733,2347.163287378936,2378.641003824159,4805.3376094475625,0.10836669166021673,-47.63326270660556,84.6629147553826,-10.858154388382511,33.97605934492053,3.0181543438166445,"Country,Pop,Electric Blues,R&B,Contemporary R&B,Contemporary Blues,Blues"
34,53,B0000000MF,0.43360523985610416,1926.8761637759394,2240.184928203758,4154.191546838719,0.08155959752321981,-50.96181777823611,114.30529847456651,-9.119617434288477,17.671114490159137,1.5912669543057605,"Classic Country,Contemporary Folk,Country,Pop,Traditional Folk,Electric Blues,Modern Blues,Acoustic Blues,Traditional Blues,Contemporary Blues,Blues,Folk"
35,54,B0000000MH,0.3862952885027397,2632.6793228316765,2724.2196589482505,6048.4967589009275,0.11012253894156347,-86.12828442487316,80.90850743888538,5.552534295812527,20.98002704747892,-1.503529022202575,"Adult Alternative,Adult Contemporary,Progressive,Jazz,Pop,New Age,Rock,Meditation,Electronic"
36,55,B0000000MJ,0.34818469581980954,2302.2397988123776,2493.1816334405053,5034.840388342323,0.10442160969548182,-76.64426560088329,92.79103809543615,13.556039062805748,27.624551124892434,-1.4611113196218335,"R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop, R&B,Blues,Soul,Pop"
37,56,B0000000SC,0.35053140336512445,2320.2213519865186,2272.8461127057762,4527.739288046633,0.11727442313273992,-72.17008574734272,85.2274993115545,-15.665068337124294,38.244322194924656,-4.540195051735989,"Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative"
38,57,B0000000SP,0.3671714171023182,1762.4605342155185,1909.1628803384906,3646.194618626645,0.07197008634868421,-40.92417267880912,122.2968925636605,-33.674812526256474,30.288911790657203,-11.584507216886182,"Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative, Alternative Rock,Indie Rock,Indie & Lo-Fi,Lo-Fi,Pop,Rock,American Alternative"
39,58,B0000000U8,0.1984166047258477,886.1186805653091,1161.5969470048713,1516.890827568692,0.050423731375774,-363.7860762294292,180.1970264326281,-1.9010875290337197,15.481460872154596,4.700703482802963,"Brazil,Jazz,World Music,Pop,South & Central America"
40,63,B00000010J,0.4917447295638674,2842.412270478057,2567.8004259487484,5786.160845210307,0.1336382697610294,-106.40524096397415,57.84030913519677,-13.930248597612374,37.44211140396665,11.83270449019007,"R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues, R&B,House,Soul,Pop,Dance & Electronic,Dance Pop,Blues"
41,66,B00000011H,0.465367603154753,2500.520818891113,2647.364993366249,5540.583163518286,0.09460169553018576,-76.30542475450423,78.24909757323847,13.97025881281744,32.63262915873681,10.090116453930888,"R&B,Pop Rap,Rap & Hip-Hop,Pop,Gangsta & Hardcore, R&B,Pop Rap,Rap & Hip-Hop,Pop,Gangsta & Hardcore, R&B,Pop Rap,Rap & Hip-Hop,Pop,Gangsta & Hardcore, R&B,Pop Rap,Rap & Hip-Hop,Pop,Gangsta & Hardcore, R&B,Pop Rap,Rap & Hip-Hop,Pop,Gangsta & Hardcore"
42,67,B00000012P,0.37093847101729255,2375.7285056774845,2686.678510781322,5478.616871553309,0.0977613136126161,-53.26190596205037,95.02894625412873,11.879898023648034,21.923778660714813,8.017735099758292,"Rock,Pop,British Invasion,Classic Rock"
43,69,B000000139,0.4267108668813134,2734.282202912373,2269.7296467685583,5158.802138762579,0.17156056501547987,-167.41742608157102,80.9571995334048,-18.82452637074516,29.688800742347183,13.153300897611654,"Alternative Rock,New Wave & Post-Punk,British Punk,British Isles,Europe,Punk,Disco,Dance & Electronic,Britain,World Music,Rock,Hardcore & Punk"
44,71,B00000013U,0.4231471464972842,2482.3682568218355,2554.1332691346906,5272.084787091235,0.11440066877902474,-98.85746401624678,85.06312005254259,-10.562440216627213,25.300437215101663,14.624585831054256,"Soul,Pop,Blue-Eyed Soul,R&B,British Invasion,Rock,Vocal Pop,Classic Rock"
45,74,B00000019G,0.2886046952043908,1189.5054262400365,1465.768643222022,2254.23636894108,0.06379855601780186,-72.61887180011354,167.67289500860795,-29.164369674410267,27.6702172928952,-7.718081448209554,"Movie Soundtracks,Soundtracks,Pop"
46,75,B0000001AK,0.4083384894026309,3146.972573736072,2228.1214766359044,5081.485939616389,0.2141181308049536,-182.01334649308518,86.99636857207214,21.652753234787003,24.13996358225091,7.381145021186279,"Pop,Easy Listening, Pop,Easy Listening"
47,76,B0000001AQ,0.28936238614655924,1704.011107894095,2002.7000824255747,3315.2466198239167,0.07816883949303406,-65.45083582921617,123.88994758719194,-19.953666196754526,21.229812528933405,3.725765699752855,"Regional Blues,Pop,Texas Blues,Electric Blues,Modern Blues,Traditional Blues,Blues"
48,77,B0000001BN,0.2979274363790071,1984.227863488431,2172.9246697637727,4320.380541916602,0.0818294371613777,-107.77966157898622,112.27549183384872,7.680972638813155,36.16711690551774,-15.903766569077476,"Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop, Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop, Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop, Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop, Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop, Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop, Europe,Eastern Europe,Smooth Jazz,Jazz,Pop,Modern Postbebop,World Music,Hungary,Bebop"
49,78,B0000001BO,0.3069262986224825,2221.4721450189827,2569.6115238779566,5059.7638487446775,0.0943912155734004,-181.61363256575544,94.21461869496966,16.64330097304956,26.610237109451212,10.13549890048508,"Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz"
50,79,B0000001BS,0.2993483466637881,1666.123441811018,2484.527374383153,4292.840708446208,0.04635346120356037,-163.7072960960045,102.23038122365922,44.92793549073984,34.70612159950179,3.21895777144518,"Cuba,Jazz,Latin Pop,Modern Postbebop,Latin Music,Pop,World Music,Latin Jazz,Bebop,Caribbean & Cuba,Cool Jazz"
51,80,B0000001BW,0.3257271411185503,1908.8985298408395,1936.8068309926418,3707.564617901026,0.10482182353478672,-145.76580271929072,120.47982263439428,-10.053939953291463,22.912145606538573,-6.2999258863720256,"Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop"
52,82,B0000001DY,0.4430955137528251,1917.0210708109162,1897.0624333815588,3710.022010448917,0.10880206317724456,-165.34471953768326,123.81692775285211,-42.68736121454853,37.27610197118574,5.440022183594249,"Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk"
53,84,B0000001EL,0.3048436648251881,1182.100619666808,1170.901049977113,2243.928097940451,0.08071266386900157,-151.4616890751315,186.0127240725001,-60.65088657066823,35.994290517123275,6.442950544154196,"Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues"
54,85,B0000001F9,0.4234672586346539,2349.6094604317323,2243.8713962207003,4396.090084111358,0.1348389427728328,-77.15182159892477,93.33648676676455,-28.772367133976296,33.73183239633749,13.629229559922369,"Classic Country,Country,Pop,Texas Blues,Electric Blues,Regional Blues,Traditional Blues,Blues,Traditional Folk,Folk"
55,87,B0000001FL,0.2751912153423569,2298.8476257060065,2490.836743300919,4881.782980526195,0.10351845944998064,-205.9157544262941,84.530214651118,5.62975367467209,30.85345531171225,5.376483955447063,"Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop"
56,89,B0000001GF,0.3177155340506342,2289.1047809911997,2441.4327419740757,4963.064433472814,0.09416949859713623,-153.76033119186891,103.28567098805212,6.427994573665413,7.806386454746209,-4.124353716803991,"Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues"
57,90,B0000001GH,0.3142913970128064,1929.2801953462758,2132.019115106192,3917.1563134916805,0.08876393793537153,-146.00562954304786,109.11415690323165,-16.277448142985858,21.999751795707244,5.856222506832937,"Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues"
